ID,londdist,International,local,pagamento,tipo_fatura,plano,idade,sexo,estado_civil,n_filhos,salario,carro,churn
1961,0.000,0.000,4.338,cartao_credito,boleto,padrao,52,M,S,1,29870,N,InVol
1962,0.268,0.000,16.367,conta_corrente,boleto,padrao,45,F,S,1,92187.1,Y,Vol
1964,7.040,0.000,47.933,debito em conta,boleto,padrao,69,M,M,1,38302.7,N,Current
1965,3.036,0.000,42.920,cartao_credito,boleto,padrao,54,F,M,1,40027.6,Y,Vol
1966,5.931,5.062,6.250,cartao_credito,boleto,padrao,26,M,S,1,85774.3,N,Vol
1968,0.000,0.000,1.512,conta_corrente,via_email,padrao,61,M,M,2,25303.2,N,InVol
1972,8.463,0.000,22.651,cartao_credito,boleto,padrao,51,F,S,2,2638.11,Y,Vol
1974,1.516,0.000,94.979,cartao_credito,via_email,padrao,61,F,M,0,10878.5,N,Vol
1976,0.587,8.237,50.213,cartao_credito,boleto,padrao,34,F,S,1,30234.8,N,Vol
1978,11.746,0.000,54.840,conta_corrente,boleto,desconto internacional,62,F,S,2,13965.4,N,Vol
1983,13.183,0.000,18.387,conta_corrente,via_email,desconto internacional,64,F,S,1,45495,N,Vol
1987,6.040,0.000,19.522,cartao_credito,via_email,padrao,63,F,M,1,22198.1,Y,Vol
1988,20.085,0.000,59.199,conta_corrente,via_email,desconto internacional,21,F,M,1,64557.8,Y,Current
1990,29.864,0.000,52.220,debito em conta,boleto,padrao,68,F,M,2,62061.8,Y,Current
1992,28.429,0.000,84.106,cartao_credito,boleto,padrao,48,F,S,0,76142,N,Current
1995,10.440,0.000,39.961,cartao_credito,boleto,padrao,47,F,M,1,53298.7,N,Vol
2002,0.000,0.000,2.984,conta_corrente,boleto,desconto internacional,68,M,M,0,14955.8,N,InVol
2003,22.543,0.000,25.375,debito em conta,boleto,padrao,67,M,M,0,78319.3,N,Current
2006,7.463,0.000,18.699,cartao_credito,boleto,desconto internacional,79,M,M,0,34994.1,N,Current
2012,29.420,0.000,54.630,cartao_credito,via_email,padrao,81,M,S,1,97205.2,N,Current
2013,0.000,0.000,1.220,cartao_credito,via_email,padrao,92,F,S,0,51611.3,N,InVol
2015,0.000,0.000,0.623,cartao_credito,boleto,padrao,84,F,S,0,77462,N,Vol
2021,29.418,0.000,332.464,cartao_credito,via_email,padrao,62,M,M,2,17888.7,N,Current
2032,0.000,0.000,3.876,debito em conta,boleto,padrao,59,F,M,0,50290.7,N,InVol
2033,0.000,0.000,4.144,debito em conta,via_email,padrao,52,F,M,0,85073.7,N,InVol
2044,1.485,0.000,83.875,cartao_credito,via_email,padrao,36,M,S,1,38348.1,N,Current
2045,27.996,5.328,16.276,conta_corrente,boleto,padrao,18,F,M,0,28770.9,N,Vol
2053,21.328,0.000,35.850,cartao_credito,via_email,padrao,21,F,M,2,30763.8,Y,Vol
2054,4.198,0.000,114.627,conta_corrente,via_email,padrao,81,F,M,2,3193.6,N,Vol
2059,15.163,0.000,16.997,cartao_credito,via_email,padrao,41,F,M,0,33520.9,N,Vol
2061,26.791,0.000,17.443,conta_corrente,boleto,padrao,56,F,M,0,11268.3,Y,Vol
2062,26.040,0.000,10.209,cartao_credito,boleto,padrao,85,M,S,1,79688.7,N,Current
2063,17.621,0.000,71.035,cartao_credito,boleto,padrao,28,M,S,2,88063.2,Y,Current
2064,25.629,0.000,9.447,debito em conta,boleto,padrao,89,F,M,0,62229.6,N,Vol
2070,8.810,0.000,9.290,debito em conta,via_email,desconto internacional,31,F,S,0,41856.2,N,Current
2072,24.071,6.981,27.757,debito em conta,via_email,padrao,28,M,M,2,2056.06,Y,Vol
2075,4.588,7.663,8.491,cartao_credito,via_email,padrao,95,M,S,0,38872.3,N,Vol
2076,16.060,0.000,30.238,conta_corrente,via_email,padrao,39,M,M,1,89928.5,N,Current
2080,3.941,0.000,7.533,debito em conta,via_email,padrao,37,F,S,0,74018.4,Y,Current
2087,15.194,0.000,24.547,cartao_credito,via_email,desconto internacional,30,M,M,0,15819.6,N,Current
2093,11.593,0.000,94.890,cartao_credito,via_email,padrao,96,M,S,2,25826.4,N,Current
2094,0.251,0.000,32.188,cartao_credito,via_email,padrao,39,M,S,2,18569.2,N,Current
2096,2.203,0.000,9.886,cartao_credito,via_email,desconto internacional,97,M,S,0,27498.1,N,Current
2098,0.179,0.000,6.513,cartao_credito,boleto,desconto internacional,62,F,M,0,37121.7,Y,Vol
2106,22.436,0.000,41.711,cartao_credito,via_email,desconto internacional,30,M,S,2,23464,Y,Current
2111,20.880,4.498,66.600,conta_corrente,boleto,desconto internacional,54,F,M,0,69641.6,N,Current
2114,26.996,0.000,13.011,cartao_credito,boleto,padrao,37,M,M,2,91272.2,Y,Current
2117,19.136,0.000,9.145,cartao_credito,via_email,padrao,59,F,M,1,77374.6,Y,Vol
2124,22.486,0.000,151.611,debito em conta,boleto,desconto internacional,56,M,M,2,85275,N,Current
2132,17.490,0.000,39.623,cartao_credito,via_email,desconto internacional,36,F,M,2,47639.1,N,Current
2135,0.515,1.882,21.865,conta_corrente,boleto,padrao,39,F,M,0,86770.4,N,Vol
2146,0.584,0.000,150.985,cartao_credito,boleto,desconto internacional,27,F,M,2,53067.2,Y,Current
2151,26.571,0.000,25.266,cartao_credito,boleto,padrao,81,F,M,0,71816.1,Y,Current
2156,22.823,0.000,63.298,cartao_credito,boleto,padrao,84,F,S,1,60362.1,N,Vol
2163,29.922,0.000,8.798,conta_corrente,via_email,desconto internacional,60,F,S,0,93322.1,Y,Current
2165,26.696,0.000,9.464,cartao_credito,boleto,desconto internacional,96,M,M,1,8663.42,N,Current
2170,0.000,0.000,1.446,cartao_credito,via_email,padrao,56,M,M,2,11607.6,N,InVol
2174,5.334,0.000,103.308,cartao_credito,boleto,desconto internacional,54,M,M,2,23537.6,Y,Current
2176,15.289,0.000,52.280,cartao_credito,via_email,padrao,44,M,M,1,91008.7,Y,Current
2179,13.192,0.000,63.024,conta_corrente,via_email,desconto internacional,26,M,S,1,31166.6,N,Vol
2180,22.305,0.000,51.704,cartao_credito,via_email,padrao,54,M,M,0,52284.7,N,Current
2182,21.637,0.000,139.208,debito em conta,via_email,padrao,94,F,M,1,87404.6,N,Vol
2185,14.638,0.000,99.002,cartao_credito,via_email,padrao,35,M,S,0,63782.6,N,Current
2187,27.421,0.000,23.724,cartao_credito,via_email,padrao,77,M,M,2,49910.7,Y,Current
2188,2.860,0.000,75.728,debito em conta,via_email,padrao,48,F,M,0,98129,N,Vol
2189,11.968,0.000,25.585,cartao_credito,boleto,padrao,66,M,M,2,76161.4,Y,Current
2191,23.240,0.000,80.648,debito em conta,via_email,padrao,97,F,S,1,12686,N,Vol
2192,20.320,0.000,68.910,conta_corrente,via_email,padrao,62,M,M,0,56702.5,N,Current
2194,0.000,0.000,4.023,cartao_credito,boleto,padrao,18,F,M,1,67112.7,N,Current
2196,19.981,0.000,10.465,cartao_credito,via_email,padrao,51,M,M,1,64880,N,Current
2197,13.129,0.000,41.346,conta_corrente,via_email,desconto internacional,34,F,S,1,51472.3,Y,Current
2200,21.722,0.000,14.365,cartao_credito,via_email,padrao,71,M,S,0,12860.5,N,Current
2201,19.285,2.026,14.383,debito em conta,via_email,desconto internacional,30,F,M,2,85394,Y,Vol
2205,6.993,0.000,75.487,cartao_credito,via_email,padrao,18,M,S,2,87708,N,Current
2211,19.885,9.577,19.208,conta_corrente,via_email,padrao,75,F,M,2,25738.4,N,Vol
2215,7.727,0.000,255.236,cartao_credito,boleto,padrao,84,M,M,0,50290.7,N,Current
2216,22.163,0.000,37.091,cartao_credito,boleto,padrao,48,M,S,0,12134.7,Y,Current
2220,1.469,0.000,43.979,cartao_credito,via_email,padrao,43,F,S,1,86252.8,Y,Vol
2221,8.461,0.000,116.249,debito em conta,via_email,padrao,94,M,M,0,87630.5,Y,Current
2226,20.242,0.000,25.126,cartao_credito,boleto,desconto internacional,19,M,M,2,92981.2,Y,Current
2239,23.562,0.000,21.117,conta_corrente,via_email,padrao,75,M,M,2,71035.4,N,Current
2251,29.555,0.000,62.819,conta_corrente,via_email,padrao,78,F,M,2,26449.8,Y,Vol
2254,13.864,0.000,18.816,cartao_credito,via_email,desconto internacional,26,M,S,1,76074.1,Y,Current
2256,17.380,6.212,51.178,cartao_credito,boleto,padrao,90,F,M,1,56722.8,N,Vol
2258,18.669,0.000,12.216,cartao_credito,boleto,desconto internacional,39,F,M,1,23012.6,N,Current
2264,12.598,0.000,14.192,cartao_credito,via_email,padrao,23,F,S,2,48162,N,Current
2266,24.892,0.000,28.823,cartao_credito,via_email,padrao,22,M,S,1,27778.2,N,Vol
2268,16.502,0.000,5.666,conta_corrente,via_email,padrao,37,F,S,0,71570.3,N,Current
2270,23.704,0.000,126.969,debito em conta,boleto,padrao,83,F,M,0,98056.3,N,Vol
2278,11.568,0.000,70.895,cartao_credito,boleto,padrao,53,M,S,1,76394,N,Current
2279,15.278,0.000,25.624,cartao_credito,boleto,padrao,79,F,M,2,87297.9,Y,Vol
2280,14.209,0.000,43.025,cartao_credito,boleto,padrao,38,F,M,0,56518.4,Y,Current
2286,8.863,0.000,72.105,cartao_credito,via_email,padrao,92,M,S,2,8014.59,N,Current
2288,0.417,7.356,208.196,cartao_credito,via_email,padrao,87,F,S,0,59232.8,N,Vol
2289,4.193,0.000,161.815,cartao_credito,boleto,padrao,76,M,M,1,72996,N,Current
2301,11.059,0.000,30.233,cartao_credito,via_email,padrao,29,M,M,1,69294.7,Y,Current
2304,0.000,0.000,2.245,conta_corrente,via_email,desconto internacional,83,M,S,0,91926,N,InVol
2305,0.000,0.000,3.453,conta_corrente,via_email,desconto internacional,49,F,S,0,45818.7,N,InVol
2312,0.000,0.000,4.111,cartao_credito,boleto,padrao,61,M,S,0,5898.9,N,Current
2317,27.566,0.000,37.295,debito em conta,via_email,padrao,50,M,M,2,14543.1,N,Current
2319,9.173,0.000,13.610,conta_corrente,via_email,padrao,25,M,M,0,52366.4,Y,Current
2320,29.944,0.000,48.606,cartao_credito,boleto,padrao,56,F,S,1,49553.9,Y,Vol
2322,12.345,0.000,7.757,debito em conta,via_email,desconto internacional,58,F,S,1,540.406,Y,Current
2324,27.055,1.983,78.376,cartao_credito,boleto,padrao,57,F,M,0,57255.4,N,Vol
2326,7.991,7.340,87.884,conta_corrente,boleto,padrao,22,F,S,1,71941.5,Y,Vol
2337,16.922,0.000,93.299,cartao_credito,boleto,desconto internacional,83,M,S,2,65330.2,Y,Current
2343,27.830,5.199,48.696,cartao_credito,boleto,desconto internacional,25,M,M,2,67339.8,N,Current
2350,14.390,0.000,8.038,cartao_credito,via_email,padrao,79,F,S,2,15688.5,N,Vol
2355,18.722,0.000,91.560,cartao_credito,via_email,padrao,53,F,S,1,68767,Y,Vol
2356,0.000,0.000,4.759,cartao_credito,boleto,padrao,27,F,M,0,50290.7,Y,InVol
2362,7.430,0.000,7.439,cartao_credito,via_email,padrao,78,F,M,2,92103.8,N,Vol
2363,25.034,7.331,54.801,conta_corrente,via_email,desconto internacional,55,F,S,2,8392.14,Y,Vol
2367,29.648,0.000,55.929,conta_corrente,boleto,padrao,32,F,M,2,16705.6,N,Current
2376,22.126,0.000,22.386,cartao_credito,boleto,padrao,48,M,M,2,69005.6,N,Current
2378,13.938,6.612,78.217,cartao_credito,boleto,padrao,68,F,M,1,81641.2,Y,Current
2379,19.063,0.358,15.983,debito em conta,via_email,padrao,40,M,M,1,62789.9,N,Current
2386,28.708,0.000,61.486,debito em conta,via_email,desconto internacional,54,M,S,1,13428.5,N,Current
2387,12.059,0.000,27.388,debito em conta,boleto,desconto internacional,41,F,M,1,3920.43,Y,Current
2398,26.459,0.000,95.682,debito em conta,boleto,desconto internacional,77,M,M,1,31841.7,Y,Current
2400,29.224,0.000,35.141,conta_corrente,boleto,padrao,27,F,M,2,22137,N,Vol
2403,7.706,4.558,43.210,cartao_credito,boleto,padrao,74,M,M,2,70908.7,N,Vol
2406,12.892,0.000,53.817,debito em conta,boleto,desconto internacional,66,F,M,2,67239.4,N,Vol
2407,6.906,7.218,128.106,cartao_credito,boleto,padrao,70,M,M,1,69406.7,Y,Vol
2410,0.000,0.000,4.462,cartao_credito,via_email,padrao,76,F,M,2,83259.3,N,Vol
2412,0.000,0.000,0.543,conta_corrente,boleto,padrao,66,M,M,0,42898.2,Y,InVol
2413,12.465,0.000,65.402,cartao_credito,via_email,desconto internacional,33,M,M,1,78877.5,N,Current
2414,13.624,0.000,28.228,cartao_credito,boleto,padrao,54,M,M,0,68438.3,N,Current
2417,12.008,0.000,62.226,conta_corrente,via_email,padrao,67,M,S,0,9448.62,Y,Current
2418,1.716,0.000,116.140,debito em conta,via_email,padrao,34,M,S,2,60095.2,Y,Current
2420,9.137,6.296,47.852,debito em conta,boleto,padrao,19,M,M,1,20818.5,N,Vol
2421,15.271,0.000,49.421,cartao_credito,boleto,desconto internacional,82,F,M,1,11895.7,N,Vol
2422,0.000,0.000,4.214,cartao_credito,boleto,desconto internacional,70,F,M,1,6388.65,N,InVol
2425,16.372,0.000,7.007,conta_corrente,via_email,padrao,97,F,M,1,51261.9,Y,Vol
2426,21.689,3.461,17.375,cartao_credito,boleto,padrao,93,M,M,1,76511.3,N,Vol
2428,0.000,0.000,3.388,cartao_credito,boleto,padrao,19,M,M,2,58774.9,Y,InVol
2433,28.164,0.000,249.961,cartao_credito,boleto,padrao,86,F,S,2,84453.1,N,Current
2434,21.494,0.000,32.745,cartao_credito,boleto,desconto internacional,73,F,M,2,33607,N,Vol
2437,17.706,8.321,17.177,cartao_credito,via_email,padrao,73,F,M,1,84601.4,N,Vol
2444,29.539,0.000,98.261,cartao_credito,via_email,padrao,50,M,S,2,86905.4,Y,Current
2447,12.329,2.457,47.588,conta_corrente,via_email,desconto internacional,87,F,S,2,96025.5,N,Vol
2448,0.000,0.000,3.366,conta_corrente,via_email,desconto internacional,59,F,M,2,36660.9,Y,InVol
2449,10.690,0.000,38.394,conta_corrente,via_email,padrao,23,M,M,2,24457.6,Y,Vol
2452,18.032,0.000,57.293,cartao_credito,boleto,desconto internacional,71,M,M,2,36439.8,Y,Current
2455,22.560,0.000,410.611,conta_corrente,boleto,desconto internacional,24,F,S,2,98226.2,Y,Current
2461,20.867,0.865,19.781,cartao_credito,via_email,padrao,86,M,S,1,94188.3,N,Current
2471,10.289,4.832,13.890,debito em conta,via_email,desconto internacional,55,F,M,0,25080.6,Y,Vol
2477,27.397,0.000,51.475,debito em conta,boleto,padrao,69,F,M,2,63670.8,Y,Vol
2478,29.736,5.241,35.732,cartao_credito,via_email,padrao,40,M,S,0,5282.6,N,Vol
2486,4.795,0.000,39.762,conta_corrente,boleto,padrao,79,F,S,0,77644.1,N,Current
2494,22.607,0.000,89.591,cartao_credito,boleto,padrao,78,M,S,0,80693.1,N,Current
2495,0.638,0.000,52.224,cartao_credito,via_email,desconto internacional,46,F,M,0,50290.7,Y,Vol
2496,3.974,0.000,169.071,cartao_credito,via_email,padrao,40,F,M,2,91051,Y,Vol
2498,16.498,6.433,59.498,conta_corrente,boleto,padrao,41,F,M,0,89915,N,Vol
2501,0.000,0.000,3.711,cartao_credito,via_email,padrao,19,F,S,1,90205.6,Y,InVol
2507,0.268,0.000,25.793,cartao_credito,boleto,padrao,70,M,S,2,14799.8,N,Current
2508,6.192,4.480,7.831,conta_corrente,boleto,padrao,70,M,M,1,74381.5,N,Vol
2510,25.647,0.000,15.309,conta_corrente,via_email,desconto internacional,83,M,M,1,9132.91,N,Current
2514,16.251,0.000,66.622,cartao_credito,via_email,desconto internacional,77,M,M,2,29277.8,N,Current
2521,3.328,0.000,99.324,debito em conta,via_email,padrao,91,F,M,0,99309,N,Vol
2522,26.348,4.593,86.096,cartao_credito,via_email,padrao,73,F,S,0,78564.7,N,Current
2528,15.305,0.000,8.552,cartao_credito,via_email,padrao,49,M,S,1,63230.3,N,Current
2530,16.650,0.000,130.563,cartao_credito,via_email,desconto internacional,56,M,S,1,98533.3,N,Current
2531,12.811,5.758,101.556,cartao_credito,via_email,padrao,79,F,M,0,50530.8,N,Vol
2534,4.809,0.000,52.043,cartao_credito,boleto,desconto internacional,91,F,M,2,8502.99,N,Vol
2540,23.252,0.000,10.619,cartao_credito,boleto,padrao,46,M,S,0,14865.8,Y,Current
2549,1.760,0.000,72.562,cartao_credito,boleto,desconto internacional,47,M,M,0,84743.7,Y,Current
2564,8.871,0.000,81.173,debito em conta,boleto,padrao,89,M,M,2,64009.7,N,Current
2569,0.000,0.000,4.893,cartao_credito,boleto,padrao,84,M,M,0,20159.5,N,Vol
2570,11.262,0.000,83.639,conta_corrente,via_email,desconto internacional,73,F,S,2,85184.6,N,Vol
2574,28.236,0.000,36.964,conta_corrente,via_email,padrao,77,F,M,0,17021.6,N,Vol
2579,1.887,0.000,13.160,cartao_credito,boleto,padrao,43,F,S,0,96854.3,N,Vol
2586,9.088,0.000,11.394,cartao_credito,boleto,padrao,93,F,S,1,31240.3,Y,Current
2590,4.280,0.000,76.617,cartao_credito,via_email,padrao,25,F,S,2,61463.7,N,Current
2591,29.948,0.000,312.202,debito em conta,via_email,desconto internacional,97,M,M,1,9148.27,N,Current
2592,25.711,0.000,15.603,cartao_credito,via_email,padrao,36,F,S,0,58488.3,Y,Current
2595,18.255,0.000,47.449,debito em conta,boleto,padrao,25,M,M,0,4592.8,N,Vol
2596,2.408,0.000,50.507,debito em conta,via_email,padrao,61,F,M,2,30998.8,N,Current
2598,1.849,0.000,34.178,cartao_credito,boleto,desconto internacional,64,M,M,1,36510.9,N,Current
2600,11.402,0.000,62.529,cartao_credito,via_email,padrao,88,M,M,1,43378.2,N,Current
2601,23.449,0.000,98.126,cartao_credito,via_email,desconto internacional,18,M,M,1,76137.8,N,Current
2605,12.793,0.000,17.179,cartao_credito,via_email,padrao,72,F,S,2,63291.1,Y,Vol
2608,10.403,0.000,10.118,cartao_credito,boleto,padrao,92,M,M,1,81271.1,N,Current
2613,28.684,1.374,13.292,cartao_credito,via_email,padrao,40,F,M,0,47750.4,Y,Vol
2615,27.335,0.000,75.278,conta_corrente,via_email,padrao,88,M,M,2,71686.2,Y,Current
2617,22.069,0.000,140.862,conta_corrente,via_email,padrao,29,F,S,1,73874.1,Y,Current
2621,0.000,0.000,1.461,conta_corrente,boleto,padrao,21,M,S,0,15924.2,N,Current
2622,13.705,0.000,171.469,cartao_credito,boleto,padrao,67,M,M,0,93201.3,N,Current
2624,19.020,0.000,52.261,cartao_credito,boleto,padrao,74,M,S,1,18064.4,Y,Current
2633,2.398,0.000,15.519,cartao_credito,boleto,desconto internacional,61,F,S,0,45667.1,Y,Vol
2639,13.454,0.000,21.092,debito em conta,boleto,padrao,77,M,S,0,73850,N,Current
2640,23.173,0.000,87.397,cartao_credito,via_email,desconto internacional,21,F,S,2,21709.7,N,Vol
2645,0.000,0.000,0.566,cartao_credito,boleto,padrao,18,F,M,0,29696.1,N,InVol
2646,2.841,0.000,24.447,conta_corrente,via_email,desconto internacional,71,F,M,2,49745.3,N,Current
2656,13.250,0.000,79.936,cartao_credito,boleto,padrao,32,M,S,1,54164.9,N,Current
2658,7.757,0.000,19.568,cartao_credito,via_email,desconto internacional,52,F,S,0,15906,Y,Vol
2660,3.986,0.104,53.689,conta_corrente,boleto,padrao,78,F,M,0,50290.7,N,Current
2663,13.315,0.000,157.814,conta_corrente,boleto,desconto internacional,84,F,M,1,83850.5,Y,Vol
2680,18.422,6.464,28.067,conta_corrente,boleto,desconto internacional,35,F,M,2,50968.9,N,Vol
2683,7.062,0.000,21.997,cartao_credito,via_email,padrao,38,F,M,2,60060.5,N,Current
2684,0.000,0.000,3.016,cartao_credito,boleto,padrao,33,F,S,0,36486.4,N,Current
2688,27.497,0.000,6.154,debito em conta,via_email,desconto internacional,56,F,M,1,87302.6,N,Vol
2692,17.405,0.000,6.315,cartao_credito,boleto,padrao,20,F,S,2,43046.4,Y,Current
2697,22.467,4.170,43.343,cartao_credito,via_email,padrao,20,F,M,2,88427,N,Current
2701,23.780,0.000,114.435,conta_corrente,via_email,desconto internacional,45,M,M,2,37877.6,N,Current
2703,29.796,9.895,216.295,debito em conta,boleto,padrao,19,M,S,0,5930.86,Y,Vol
2705,8.377,0.000,16.444,cartao_credito,via_email,padrao,58,M,M,2,61334.8,Y,Current
2711,6.999,1.152,165.868,cartao_credito,boleto,padrao,85,F,S,0,16175.6,N,Vol
2713,13.697,0.000,74.180,conta_corrente,via_email,padrao,90,F,S,2,97445.2,Y,Vol
2714,12.249,0.000,193.892,debito em conta,via_email,padrao,85,M,S,2,75639.8,N,Current
2726,24.596,0.000,30.199,conta_corrente,via_email,padrao,58,M,M,1,32981.6,Y,Current
2732,5.501,4.513,42.639,debito em conta,via_email,padrao,94,M,M,0,83876.4,Y,Vol
2734,9.396,0.000,13.900,conta_corrente,boleto,padrao,90,M,S,2,81997,N,Current
2737,24.872,0.000,29.221,cartao_credito,boleto,padrao,37,M,S,0,83378.3,Y,Current
2738,17.150,0.000,148.600,conta_corrente,boleto,padrao,31,F,M,1,82388.2,N,Current
2740,29.523,0.000,167.321,debito em conta,via_email,padrao,64,M,M,2,80289.1,N,Current
2742,23.793,0.000,85.746,cartao_credito,via_email,padrao,86,F,M,2,23816.6,Y,Vol
2743,22.353,0.000,13.610,cartao_credito,via_email,padrao,26,F,S,0,41340.6,N,Current
2748,22.980,0.000,32.369,cartao_credito,boleto,padrao,34,F,S,2,90856.9,N,Current
2749,2.871,0.000,262.916,cartao_credito,via_email,padrao,39,F,S,0,58623.8,N,Current
2753,28.327,0.000,10.852,debito em conta,via_email,padrao,48,F,M,2,95429.7,N,Vol
2757,7.135,0.000,36.244,conta_corrente,via_email,padrao,59,F,S,2,59478.8,N,Vol
2762,0.083,0.000,8.415,debito em conta,via_email,padrao,38,M,M,1,50535.8,Y,Current
2767,28.874,0.000,92.525,conta_corrente,via_email,padrao,62,M,M,2,33361.3,Y,Current
2770,0.000,0.000,2.632,cartao_credito,via_email,padrao,75,F,M,2,55272.7,Y,InVol
2771,12.280,0.000,10.419,conta_corrente,boleto,desconto internacional,56,F,M,0,50290.7,N,Vol
2772,2.395,0.000,57.131,debito em conta,boleto,padrao,39,M,M,0,110.284,N,Current
2774,1.718,0.000,12.858,cartao_credito,via_email,padrao,32,M,S,2,5565.43,Y,Current
2778,0.000,0.000,3.460,cartao_credito,boleto,desconto internacional,70,F,M,1,22845.1,N,InVol
2785,24.933,9.127,12.800,cartao_credito,boleto,padrao,71,F,M,2,80844.5,N,Vol
2788,0.000,0.000,0.804,debito em conta,via_email,desconto internacional,63,F,M,0,88791.5,N,InVol
2789,0.578,0.000,203.516,cartao_credito,boleto,padrao,67,F,M,2,88177.1,Y,Vol
2790,9.188,0.000,34.259,debito em conta,boleto,desconto internacional,71,M,M,0,37113.6,N,Current
2793,6.124,0.000,14.786,conta_corrente,boleto,padrao,58,M,M,1,4054.55,Y,Current
2794,18.551,0.000,52.801,cartao_credito,boleto,padrao,61,F,S,1,32533.9,N,Vol
2798,13.156,0.000,35.868,cartao_credito,boleto,desconto internacional,21,M,M,2,61825.5,N,Current
2799,22.146,0.000,8.919,cartao_credito,via_email,desconto internacional,35,M,M,1,38997.7,N,Current
2801,2.359,0.000,36.908,conta_corrente,boleto,desconto internacional,61,M,M,1,15865.5,N,Current
2803,10.043,0.000,46.312,debito em conta,boleto,padrao,53,M,S,1,37111.5,Y,Current
2804,18.759,0.000,15.294,cartao_credito,boleto,desconto internacional,73,F,M,2,87182.7,Y,Vol
2812,27.704,6.117,124.146,conta_corrente,boleto,padrao,95,M,M,0,60101.1,Y,Current
2813,6.334,0.000,62.254,debito em conta,via_email,desconto internacional,89,F,M,2,74628.1,N,Vol
2817,16.193,0.000,160.422,cartao_credito,boleto,padrao,39,F,M,1,13829.4,N,Current
2820,28.021,2.615,73.404,cartao_credito,via_email,desconto internacional,75,F,S,0,48755.1,N,Vol
2824,8.187,0.000,190.782,cartao_credito,boleto,desconto internacional,33,F,S,1,68339.3,N,Current
2825,26.459,9.242,53.785,cartao_credito,boleto,padrao,25,F,M,0,98433.8,N,Vol
2826,14.686,0.000,172.533,cartao_credito,via_email,desconto internacional,64,M,S,0,79937.2,Y,Current
2833,0.000,0.000,1.375,cartao_credito,boleto,padrao,64,M,M,1,56360.5,N,InVol
2836,2.017,0.000,189.518,debito em conta,boleto,padrao,87,M,S,0,32683.9,Y,Current
2844,22.514,0.000,5.376,cartao_credito,boleto,padrao,61,M,S,2,88408.2,N,Current
2849,26.730,0.000,20.460,conta_corrente,via_email,padrao,32,M,M,2,70722.3,N,Current
2859,1.805,0.000,12.756,cartao_credito,via_email,desconto internacional,48,M,S,0,88044.4,N,Current
2862,23.442,0.000,22.175,cartao_credito,via_email,desconto internacional,97,F,M,1,95971.9,Y,Vol
2864,5.666,0.000,103.797,cartao_credito,boleto,padrao,87,F,M,1,50290.7,Y,Vol
2869,22.078,0.000,13.817,cartao_credito,boleto,padrao,57,M,S,1,41153.9,N,Current
2870,24.300,0.000,64.836,conta_corrente,boleto,padrao,60,M,S,0,3184.42,N,Current
2875,0.000,0.000,4.832,cartao_credito,boleto,padrao,66,F,M,2,91649.1,N,InVol
2883,28.580,0.000,160.272,conta_corrente,via_email,desconto internacional,63,M,M,0,97603.6,Y,Current
2890,6.050,0.000,35.732,debito em conta,via_email,padrao,74,F,S,2,60744.4,N,Current
2894,17.420,0.000,31.483,conta_corrente,via_email,padrao,41,M,M,0,63985,Y,Current
2899,10.456,0.000,17.078,debito em conta,via_email,padrao,63,F,S,0,19854.2,Y,Vol
2901,4.680,0.000,5.718,debito em conta,via_email,padrao,34,F,M,0,17703.5,N,Current
2907,29.893,0.847,38.426,cartao_credito,via_email,desconto internacional,85,M,S,1,91100.6,N,Current
2909,19.405,0.552,8.693,cartao_credito,boleto,padrao,35,M,S,0,25938.5,Y,Current
2910,25.392,0.000,7.497,cartao_credito,boleto,padrao,79,F,S,0,7379.6,Y,Vol
2915,24.763,0.000,54.144,conta_corrente,boleto,padrao,53,F,M,2,19778.9,Y,Vol
2916,12.933,0.000,207.598,cartao_credito,boleto,padrao,46,M,M,2,60459.6,N,Current
2922,19.956,9.898,101.088,cartao_credito,via_email,desconto internacional,66,M,S,0,57122.2,Y,Vol
2925,13.197,0.000,14.728,cartao_credito,via_email,desconto internacional,29,F,M,0,58267.3,N,Current
2926,22.692,0.000,74.899,cartao_credito,via_email,padrao,77,F,S,0,70460.3,Y,Vol
2931,29.500,0.000,13.244,cartao_credito,boleto,padrao,67,F,M,2,98217.1,N,Current
2934,3.694,0.000,22.924,conta_corrente,via_email,padrao,96,F,S,1,32005.6,Y,Vol
2935,25.009,0.000,68.518,cartao_credito,via_email,padrao,97,M,M,1,5723.09,N,Current
2936,19.851,0.000,12.582,debito em conta,via_email,desconto internacional,48,F,S,1,55035.5,N,Vol
2938,6.951,0.000,43.759,conta_corrente,via_email,desconto internacional,94,M,S,2,14309.1,N,Current
2947,24.685,8.590,31.788,conta_corrente,boleto,padrao,85,F,S,0,66502.3,N,Vol
2951,0.000,0.000,3.887,cartao_credito,boleto,padrao,45,F,S,1,85627.9,Y,InVol
2959,8.668,0.000,10.295,debito em conta,boleto,padrao,55,M,S,0,30751.8,N,Current
2960,0.000,0.000,1.387,cartao_credito,via_email,padrao,28,F,M,1,7543.29,Y,InVol
2963,0.000,0.000,1.175,cartao_credito,via_email,desconto internacional,79,M,S,2,89566.2,N,InVol
2964,8.722,0.000,8.474,cartao_credito,boleto,desconto internacional,27,M,S,0,86631.9,N,Current
2965,7.606,0.000,7.261,cartao_credito,boleto,padrao,71,F,S,0,40519.3,N,Vol
2968,18.532,0.000,68.477,cartao_credito,via_email,padrao,75,F,S,1,36939.7,Y,Vol
